Cowid,Time,Status,Herd,Timeassess,LogSCC
2900,233,1,576,7,4.88
2901,331,0,576,9,4.64
2902,310,0,576,10,3.04
2903,205,1,576,6,3.97
2904,318,0,576,9,2.94
2905,268,1,577,9,4.34
2906,327,0,578,9,3.26
2907,310,0,578,8,3.61
2908,337,0,578,9,3.81
2909,322,0,578,9,3.18
2910,335,0,578,6,2.83
2911,330,0,578,12,3.56
2912,331,0,578,14,4.22
2913,329,0,578,10,3.61
2914,317,0,578,14,3.81
2915,318,0,579,11,5.47
2916,339,0,579,11,6.27
2917,324,0,579,7,2.94
2918,339,0,579,9,5.54
2919,318,0,579,12,5.95
2920,64,1,579,10,4.64
2921,327,0,579,8,4.84
2922,312,0,579,9,2.94
2923,339,0,579,12,3.26
2924,314,0,579,9,6.55
2925,310,0,579,7,3.76
2926,337,0,579,10,4.42
2927,310,0,579,11,3.69
2928,67,1,580,9,4.23
2929,322,0,580,12,5.3
2930,323,0,580,10,3
2931,321,0,580,7,5.75
2932,339,0,580,7,5.55
2933,327,0,581,11,3.85
2934,306,1,581,8,4.91
2935,325,0,581,8,4.2
2936,322,0,582,7,4.5
2937,320,0,582,10,5.25
2938,339,0,582,8,3.81
2939,316,0,582,13,3.58
2940,312,0,582,10,3.76
2941,330,0,582,8,4.22
2942,313,0,582,13,4.63
2943,331,0,582,10,7.4
2944,319,0,583,11,4.72
2945,331,0,583,8,5.31
2946,88,1,583,9,7.27
2947,318,0,583,12,4.73
2948,335,0,584,12,4.01
2949,336,0,584,14,3.5
2950,335,0,584,14,3.66
2951,312,0,584,12,4.03
2952,329,0,584,7,3.22
2953,300,1,585,6,5.64
2954,313,0,586,10,7.15
2955,336,0,586,8,3.83
2956,311,0,586,10,3.5
2957,310,0,586,12,3.22
2958,316,0,586,12,3.26
2959,312,1,586,6,7.93
2960,325,0,586,6,4.99
2961,337,0,587,12,4.26
2962,312,1,587,6,5.25
2963,325,0,587,9,6.55
2964,310,0,587,12,3.81
2965,120,1,587,7,6.92
2966,311,0,587,6,5.31
2967,318,0,587,7,3.89
2968,320,0,588,9,3.5
2969,310,0,588,10,5.06
2970,330,0,589,13,6.41
2971,316,0,589,10,3
2972,337,0,589,7,3.89
2973,312,0,589,12,4.51
2974,311,0,589,10,3.26
2975,327,0,589,14,3
2976,335,0,589,6,3.64
2977,157,1,589,5,3.47
2978,312,0,589,11,8.52
2979,326,0,589,13,5.41
2980,317,0,589,10,5.09
2981,187,1,589,13,4.8
2982,314,0,589,11,5.01
2983,320,0,589,12,5.66
2984,336,0,589,11,5.85
2985,336,0,590,6,4.56
2986,310,0,590,14,4.56
2987,328,0,590,13,6.45
2988,339,0,590,11,4.26
2989,125,1,590,7,3.69
2990,335,0,590,7,3.87
2991,158,1,590,12,3.93
2992,333,0,590,6,4.66
2993,50,1,590,14,5.57
2994,317,0,590,7,4.94
2995,317,0,590,5,5.07
2996,320,0,590,5,4.58
2997,322,0,591,8,5.9
2998,113,1,591,13,4.77
2999,244,1,591,14,4.85
3000,315,0,592,14,2.94
3001,315,0,592,7,8.03
3002,322,1,592,6,3.78
3003,338,0,593,13,4.08
3004,331,0,593,14,3.43
3005,311,1,593,12,5.05
3006,331,0,593,5,3.85
3007,176,1,594,9,6.13
3008,313,0,594,12,4.01
3009,319,0,594,12,4.99
3010,316,0,594,12,4.19
3011,337,0,595,9,5.3
3012,326,0,595,6,4.54
3013,321,0,595,10,3.81
3014,330,0,596,7,5.44
3015,319,0,596,6,5.11
3016,322,0,596,11,5.75
3017,335,0,596,10,5.92
3018,114,1,597,6,5.32
3019,313,0,597,13,4.38
3020,200,1,597,11,7.26
3021,11,1,597,6,4.56
3022,330,0,597,6,5.01
3023,311,0,597,10,4.93
3024,314,0,597,6,3.61
3025,104,1,597,9,3.56
3026,312,1,597,6,4.2
3027,56,1,597,7,4.44
3028,317,1,597,6,5.86
3029,332,1,597,5,3.83
3030,304,1,597,14,4.16
3031,336,0,597,7,4.62
3032,307,1,597,8,4.22
3033,26,1,598,14,4.01
3034,333,0,598,12,4.44
3035,323,0,598,7,4.66
3036,333,0,598,11,3.97
3037,326,0,599,7,4.09
3038,339,0,599,13,3.56
3039,321,0,600,6,4.91
3040,330,0,600,10,8.52
3041,221,1,601,8,4.55
3042,314,0,601,8,4.13
3043,36,1,601,7,7.92
3044,334,0,601,12,4.53
3045,314,0,601,13,4.13
3046,335,0,601,10,6.32
3047,331,0,601,11,5
3048,182,1,601,7,6.55
3049,328,0,601,9,4.49
3050,103,1,601,8,3.89
3051,311,0,601,9,3.56
3052,329,0,601,10,3.53
3053,313,0,602,11,6.59
3054,314,0,602,7,6.03
3055,330,0,602,8,4.78
3056,311,0,603,8,3.81
3057,331,0,603,7,6.84
3058,326,0,603,13,6.22
3059,328,0,603,12,5.09
3060,337,0,603,14,5.12
3061,337,0,604,13,4.06
3062,337,0,604,10,5.97
3063,338,0,604,14,3
3064,332,0,604,11,3.81
3065,322,0,604,10,6.05
3066,326,0,605,13,3.74
3067,281,1,605,7,5.77
3068,328,0,605,7,4.33
3069,332,0,605,6,5.09
3070,116,1,605,11,5.52
3071,322,0,605,13,3.53
3072,318,1,605,12,6.96
3073,314,0,605,8,4.13
3074,329,0,605,5,4.43
3075,199,1,605,7,3.69
3076,322,0,605,14,4.03
3077,317,0,605,10,4.67
3078,339,0,605,13,4.61
3079,332,0,606,8,3.22
3080,311,0,606,6,4.81
3081,180,1,606,7,3.89
3082,155,1,606,7,3.66
3083,311,0,606,7,4.58
3084,334,0,606,13,4.52
3085,332,0,606,7,4.32
3086,329,0,606,10,4.16
3087,315,0,607,11,4.74
3088,329,0,607,13,8.06
3089,333,0,607,6,3.78
3090,325,0,607,6,3.91
3091,323,0,608,6,4.26
3092,318,0,608,8,5.71
3093,334,0,608,9,5.15
3094,318,0,608,8,3.89
3095,338,0,608,8,5.29
3096,326,0,608,5,5.63
3097,324,0,608,6,4.69
3098,329,0,609,6,3.69
3099,336,0,609,8,4.85
3100,312,0,610,9,5.05
3101,310,0,610,11,4.71
3102,333,0,610,11,3.85
3103,325,0,610,6,5.23
3104,302,1,610,8,4.63
3105,246,1,611,9,7.27
3106,330,0,611,13,7.79
3107,314,0,611,11,5.24
3108,302,1,611,14,3.66
3109,129,1,611,10,3.76
3110,318,0,611,14,4.38
3111,324,0,611,13,5.75
3112,311,0,612,13,4.01
3113,329,0,612,12,4.38
3114,332,0,613,6,5.09
3115,31,1,613,9,5.37
3116,314,0,613,12,3.64
3117,313,0,613,12,3.4
3118,313,0,613,6,3.4
3119,336,0,614,7,4.98
3120,337,0,614,6,3.43
3121,321,0,614,13,2.94
3122,325,0,615,11,3.3
3123,336,0,616,7,5.73
3124,322,0,616,10,3.87
3125,228,1,616,13,4.9
3126,316,0,616,11,5.39
3127,325,0,616,14,5.39
3128,339,0,616,12,4.84
3129,326,0,616,13,4.16
3130,313,0,617,7,5.44
3131,124,1,617,13,4.17
3132,324,0,617,12,4.93
3133,314,0,617,11,3
3134,310,0,618,12,5.27
3135,328,0,618,10,7.24
3136,320,0,619,12,5.55
3137,315,0,619,14,5.08
3138,322,0,620,11,4.91
3139,301,1,620,12,4.48
3140,314,0,620,9,3.83
3141,120,1,621,6,5.32
3142,333,0,621,14,3.85
3143,313,0,621,14,4.36
3144,331,0,621,6,4.61
3145,326,0,621,14,4.37
3146,323,0,621,6,5.91
3147,321,0,621,10,4.25
3148,335,0,621,8,2.64
3149,333,0,621,11,3.56
3150,224,1,621,8,3.04
3151,338,0,622,7,6.41
3152,316,0,622,13,6.84
3153,199,1,622,13,7.1
3154,336,0,622,13,7
3155,319,0,622,6,4.26
3156,334,0,622,7,5.56
3157,311,0,623,7,2.71
3158,330,0,623,9,3.33
3159,320,0,623,13,5.76
3160,118,1,623,11,2.83
3161,328,0,623,10,3.26
3162,87,1,623,13,3.26
3163,328,0,623,6,3.56
3164,328,0,623,8,4.69
3165,339,0,623,12,3.93
3166,331,0,624,10,3.47
3167,310,0,624,12,3.04
3168,57,1,625,11,3.43
3169,317,0,625,9,4.23
3170,310,0,625,10,4.17
3171,312,0,625,11,4.11
3172,338,0,625,9,4.11
3173,3,1,625,10,6.7
3174,310,0,625,11,3.85
3175,23,1,626,14,4.3
3176,314,1,626,9,6.44
3177,331,0,626,11,3.18
3178,315,0,626,11,3.04
3179,329,0,627,5,5
3180,310,0,627,11,4.56
3181,319,1,628,14,4.63
3182,326,0,628,13,4.88
3183,311,0,628,6,4.36
3184,77,1,628,6,6.91
3185,336,0,628,6,5.12
3186,319,0,628,9,5.53
3187,317,0,629,10,4.69
3188,324,0,629,12,4.3
3189,336,0,629,12,2.77
3190,335,0,630,9,4.6
3191,330,0,630,8,3.91
3192,327,0,630,6,3.74
3193,338,0,630,7,3.81
3194,318,0,630,8,5.28
3195,332,0,630,6,4.84
3196,311,0,630,10,5.45
3197,328,0,630,11,4.29
3198,311,0,630,11,3.74
3199,196,1,630,12,4.11
3200,332,0,630,11,4.14
3201,334,0,630,14,4.2
3202,312,0,630,14,3.56
3203,322,0,630,7,5.97
3204,312,0,630,10,3.22
3205,321,0,630,6,4.58
3206,317,0,631,7,5.1
3207,324,0,631,8,4.87
3208,189,1,631,14,3.95
3209,327,0,631,14,3.91
3210,314,0,631,11,4.93
3211,324,0,631,7,3.87
3212,331,0,631,8,4.32
3213,310,0,631,10,5.04
3214,336,0,632,6,4.84
3215,119,1,632,7,5.9
3216,321,0,632,11,5.24
3217,310,0,632,11,3.58
3218,138,1,632,10,4.33
3219,317,0,633,13,5.89
3220,310,1,634,7,4.8
3221,319,0,634,8,5.34
3222,337,0,634,6,5.2
3223,307,1,634,7,3.99
3224,317,0,635,7,5.34
3225,339,0,636,7,4.79
3226,326,0,637,12,4.51
3227,326,0,637,7,6.69
3228,101,1,638,11,4.06
3229,327,0,638,13,4.91
3230,311,0,638,11,3.76
3231,324,0,638,6,7.76
3232,263,1,639,13,3.53
3233,325,0,639,6,5.56
3234,336,0,639,6,4.6
3235,312,0,639,7,3.33
3236,311,0,639,10,4.14
3237,134,1,639,9,3.47
3238,317,0,640,10,4.39
3239,319,0,640,8,3.95
3240,322,0,640,14,3.71
3241,324,1,640,6,5.27
3242,331,0,641,5,5.19
3243,321,0,642,11,4.53
3244,337,0,642,13,3.43
3245,311,0,642,9,6.9
3246,324,0,642,9,6.36
3247,311,0,642,13,3.3
3248,319,0,642,5,4.53
3249,337,0,642,5,6.1
3250,134,1,643,9,4.42
3251,338,0,643,9,4.55
3252,72,1,643,7,4.66
3253,321,0,644,7,3.64
3254,314,0,644,12,5.71
3255,313,0,644,6,4.63
3256,336,0,644,14,7.01
3257,319,0,644,5,5.83
3258,339,0,645,6,6.15
3259,137,1,645,9,6.57
3260,320,0,645,7,5.56
3261,316,0,645,9,5.16
3262,332,0,645,7,4.92
3263,335,0,646,12,5.37
3264,163,1,647,14,2.2
3265,50,1,647,5,5
3266,326,0,647,14,3
3267,314,0,647,8,4.92
3268,9,1,648,10,2.77
3269,336,0,648,9,4.25
3270,314,0,648,11,5.42
3271,231,1,648,5,7.8
3272,262,1,649,13,4.13
3273,339,0,649,6,6.54
3274,327,0,649,10,4.32
3275,314,1,649,11,5.46
3276,316,0,650,5,5.85
3277,317,0,650,12,3.58
3278,310,0,650,10,4.74
3279,321,0,651,13,5.12
3280,333,1,651,12,3.78
3281,333,0,651,11,3.93
3282,311,0,651,8,3.47
3283,316,0,651,8,7.06
3284,312,0,652,7,5.48
3285,311,0,652,14,3.33
3286,185,1,652,14,4.55
3287,331,0,652,9,3.78
3288,332,0,653,14,5.87
3289,316,0,653,10,5.21
3290,311,0,653,13,8.34
3291,331,0,654,10,3.4
3292,338,0,654,6,3.81
3293,332,0,655,10,4.67
3294,149,1,655,13,3.66
3295,303,1,655,6,5.88
3296,320,0,655,6,5.66
3297,321,0,655,6,4.79
3298,329,0,655,13,4.36
3299,339,0,656,6,6.92
3300,315,0,656,13,4.83
3301,316,0,656,6,5.85
3302,320,0,657,8,8.34
3303,263,1,657,14,3.33
3304,313,0,657,11,5.4
3305,310,0,657,14,7.58
3306,330,0,657,12,4.41
3307,313,0,658,6,4.76
3308,311,0,659,9,7.05
3309,318,0,659,14,4.36
3310,320,0,659,11,3.64
3311,334,0,660,11,3.3
3312,328,0,660,9,3
3313,329,0,660,12,4.26
3314,314,0,661,13,3.81
3315,95,1,661,11,3.22
3316,182,1,661,6,5.34
3317,334,0,661,11,3.47
3318,325,0,661,10,4.52
3319,329,0,661,12,7.69
3320,339,0,662,7,4.26
3321,338,0,663,6,4.84
3322,311,0,663,12,3.97
3323,321,0,663,11,6.53
3324,314,0,663,11,5.55
3325,332,0,663,12,5.2
3326,322,0,663,12,3.99
3327,167,1,663,6,8.38
3328,337,0,664,6,5.18
3329,331,0,665,7,5.77
3330,326,0,665,12,4.19
3331,311,0,666,11,6.21
3332,314,0,667,12,5.92
3333,314,0,667,7,4.88
3334,267,1,667,10,3.97
3335,314,0,667,6,3.83
3336,311,0,667,8,6.65
3337,324,0,668,7,5.97
3338,329,0,668,5,6.91
3339,316,0,668,13,6.18
3340,320,0,668,7,4.64
3341,326,0,668,14,4.29
3342,296,1,669,12,3.89
3343,205,1,669,7,7.54
3344,339,0,669,6,5.09
3345,320,0,670,13,6.01
3346,338,0,670,12,5.02
3347,332,0,670,13,3.69
3348,312,0,670,8,5.38
3349,312,0,670,8,4.58
3350,206,1,670,11,5.95
3351,326,0,670,11,5.67
3352,336,0,670,6,3.95
3353,46,1,671,10,5.94
3354,338,0,671,9,3.3
3355,328,0,672,14,3.3
3356,316,0,672,10,5.35
3357,275,1,672,11,5.07
3358,326,0,672,12,7.45
3359,327,0,672,9,3.71
3360,320,0,673,10,4.37
3361,312,0,673,8,6.23
3362,311,0,673,11,5.12
3363,316,0,674,14,3.18
3364,328,0,674,10,5.87
3365,324,0,674,8,3.47
3366,274,1,674,8,5.18
3367,321,0,674,8,3.64
3368,301,1,674,12,5.84
3369,216,1,675,14,3.97
3370,338,0,675,11,3.14
3371,309,1,676,14,7.41
3372,312,0,677,10,5.38
3373,335,0,677,7,8.11
3374,324,0,677,5,6.39
3375,321,1,677,8,6.88
3376,335,0,677,10,4.56
3377,139,1,677,6,4.2
3378,326,0,677,11,3.37
3379,228,1,678,5,7.43
3380,338,0,678,9,6.83
3381,304,1,678,12,4.08
3382,334,0,678,5,4.82
3383,318,0,679,8,4.14
3384,316,0,680,12,3.61
3385,332,0,680,7,4.79
3386,318,0,681,13,5.55
3387,339,0,681,5,3.37
3388,305,1,682,14,4.08
3389,192,1,682,11,4.88
3390,28,1,682,8,6.49
3391,315,0,683,14,5.38
3392,331,0,683,6,4.84
3393,312,0,683,9,5.12
3394,330,0,683,6,4.84
3395,321,0,683,12,6.99
3396,324,0,684,14,3.04
3397,328,0,684,7,6.07
3398,330,0,684,8,3.53
3399,318,0,685,6,5.09
3400,337,0,685,12,3.61
3401,312,0,686,6,4.39
3402,322,0,686,12,3
3403,326,0,687,7,3.78
3404,332,0,687,8,5.24
3405,331,0,687,11,3.83
3406,319,0,687,9,3.81
3407,326,0,688,12,4.94
3408,339,0,688,11,3.4
3409,314,0,689,6,5.65
3410,318,0,689,10,3.18
3411,314,0,689,13,3.76
3412,301,1,689,10,3.33
3413,315,0,690,7,4.72
3414,325,0,690,7,3.43
3415,334,0,690,7,3.78
3416,314,0,690,8,3.26
3417,296,1,690,14,3.4
3418,321,0,691,10,3.43
3419,164,1,692,11,5
3420,303,1,692,14,2.89
3421,336,0,692,5,3.43
3422,324,0,693,7,5.04
3423,323,0,693,7,5.91
3424,316,0,693,13,5.17
3425,312,0,693,8,3.81
3426,325,0,693,11,4.69
3427,335,0,693,8,4.53
3428,322,0,694,11,3.74
3429,316,0,694,7,6.25
3430,339,0,694,10,3.81
3431,318,0,694,12,3.83
3432,339,0,694,10,3.64
3433,311,0,694,13,4.08
3434,312,0,694,13,5.15
3435,325,0,695,12,4.62
3436,3,1,695,7,4.93
3437,310,1,695,10,3.74
3438,19,1,695,13,3.87
3439,311,0,695,13,5.38
3440,335,0,696,14,4.55
3441,316,0,696,6,5.92
3442,99,1,696,9,4.83
3443,311,0,696,6,5.46
3444,330,0,696,14,3.47
3445,331,0,697,12,7.57
3446,339,0,697,12,6.38
3447,317,0,697,11,7.82
3448,317,0,697,12,5.74
3449,169,1,697,12,4.43
3450,330,0,697,7,5.46
3451,326,0,697,11,4.88
3452,319,0,697,10,4.28
3453,338,0,698,8,4.74
3454,338,0,699,11,3.22
3455,319,0,699,12,6.19
3456,325,0,699,11,4.03
3457,319,0,699,13,4.39
3458,319,0,700,6,5.85
3459,338,0,700,14,5.31
3460,315,0,700,14,5.44
3461,323,0,700,13,5.92
3462,321,0,701,12,2.94
3463,315,0,702,12,4.8
3464,326,0,702,13,6.32
3465,334,0,702,8,5.78
3466,303,1,702,5,5.13
3467,317,0,702,9,4.37
3468,319,1,703,6,3.66
3469,326,0,703,14,5.51
3470,324,0,704,7,3.69
3471,326,0,704,14,4.91
3472,322,0,704,14,4.62
3473,316,0,704,9,6.21
3474,316,0,704,14,3.81
3475,313,0,705,9,3.22
3476,330,0,705,11,3.61
3477,321,0,705,14,3.22
3478,325,0,705,9,5.5
3479,316,0,705,10,7.2
3480,206,1,706,7,5.46
3481,8,1,706,10,4.08
3482,315,0,706,13,4.96
3483,333,0,706,8,5.84
3484,151,1,707,7,6.95
3485,326,0,707,6,5.02
3486,330,0,708,9,5.84
3487,322,0,708,6,5.92
3488,335,0,708,9,3.14
3489,325,0,708,5,6.26
3490,326,0,708,9,4.94
3491,315,0,709,7,5.2
3492,317,0,709,14,4.93
3493,302,1,709,10,4.5
3494,323,0,709,11,5.01
3495,323,0,709,8,4.41
3496,325,0,710,9,5.11
3497,312,0,710,9,9.1
3498,328,0,710,9,8.78
3499,334,0,710,5,5.51
3500,312,0,710,9,7.14
3501,282,1,710,11,4.41
3502,311,0,710,14,5.42
3503,319,0,710,8,4.75
3504,190,1,710,12,3.5
3505,339,0,710,10,2.83
3506,335,0,711,5,7.16
3507,333,0,711,10,6.73
3508,310,0,711,5,5.27
3509,330,0,711,12,4.96
3510,312,0,711,10,4.36
3511,314,0,711,12,4.04
3512,314,0,711,12,3.56
3513,321,0,711,14,3.4
3514,332,1,711,10,5.19
3515,336,0,711,7,4.6
3516,324,0,711,5,7.64
3517,334,0,712,5,7.56
3518,337,0,713,14,5.58
3519,313,0,713,12,4.71
3520,201,1,713,5,4.91
3521,311,0,713,12,4.54
3522,311,0,714,9,5.79
3523,328,0,714,13,2.56
3524,334,0,714,7,4.62
3525,324,0,714,14,3
3526,310,1,714,6,7.09
3527,332,0,714,8,3.26
3528,329,0,714,6,4.61
3529,327,0,715,7,6.3
3530,310,0,715,7,7.47
3531,319,0,716,13,2.71
3532,320,0,716,7,4.75
3533,321,0,717,7,3.81
3534,316,0,717,9,3.58
3535,335,0,717,9,4.08
3536,312,0,717,14,4.73
3537,332,0,718,9,4.26
3538,318,0,718,13,4.43
3539,338,0,718,13,3.61
3540,332,0,718,13,3.5
3541,310,0,718,13,7.1
3542,331,0,719,13,7.78
3543,102,1,719,5,4.93
3544,205,1,719,5,5.98
3545,315,0,719,6,5.09
3546,332,0,719,8,4.28
3547,71,1,720,10,6.07
3548,319,0,720,11,4.89
3549,314,0,720,13,3.87
3550,324,0,720,12,4.03
3551,339,0,720,9,5.87
3552,259,1,720,10,4.16
3553,319,0,720,11,4.94
3554,326,0,720,10,4.54
3555,274,1,720,10,3.33
3556,334,0,720,12,4.9
3557,335,0,720,10,4.32
3558,328,0,721,14,4.73
3559,323,0,722,12,3.56
3560,329,0,722,9,4.25
3561,321,0,722,5,5.17
3562,334,0,723,8,5.46
3563,313,0,723,12,6.93
3564,322,0,723,8,5.64
3565,322,0,724,11,3.14
3566,318,0,724,5,7.42
3567,328,0,724,11,4.5
3568,171,1,724,11,3.66
3569,266,1,724,9,5.49
3570,320,0,725,5,3.26
3571,311,0,725,14,3.56
3572,321,0,725,7,3.26
3573,337,0,726,11,4.09
3574,277,1,727,8,3.74
3575,320,0,727,7,6.46
3576,338,0,727,10,5.11
3577,328,0,727,9,7.09
3578,313,1,727,11,4.54
3579,310,0,727,12,4.56
3580,80,1,727,10,7.53
3581,327,0,727,12,6.03
3582,333,0,727,5,7.42
3583,328,0,727,9,3.64
3584,310,0,727,14,5.97
3585,332,0,727,10,3.91
3586,329,0,727,12,3.71
3587,335,0,727,11,4.54
3588,318,0,728,5,4.6
3589,314,0,729,11,6.25
3590,318,0,729,8,6.5
3591,317,0,730,11,4.14
3592,311,0,730,14,5.73
3593,338,0,731,9,6.69
3594,315,0,731,5,6.19
3595,308,1,732,13,7.02
3596,324,0,732,11,3.37
3597,326,0,732,14,3.97
3598,318,0,732,9,3.47
3599,325,0,732,14,5.11
3600,327,0,732,10,3.91
3601,325,0,732,12,3.66
3602,310,0,732,14,5.51
3603,317,0,732,7,4.01
3604,316,0,732,10,3.91
3605,318,0,733,13,7.41
3606,315,0,733,13,3.93
3607,232,1,733,11,6.67
3608,333,0,733,14,4.5
3609,327,0,733,9,4.28
3610,176,1,734,11,4.16
3611,323,0,734,6,2.77
3612,235,1,735,7,4.13
3613,322,1,736,14,4.51
3614,334,0,737,11,8.36
3615,326,0,737,7,8.44
3616,317,0,737,10,6.67
3617,328,0,737,9,5.61
3618,323,0,737,5,4.06
3619,6,1,737,9,4.09
3620,321,0,738,14,5
3621,320,0,738,13,5.21
3622,337,0,738,13,5.21
3623,333,0,739,13,3.93
3624,326,0,739,6,5.24
3625,241,1,739,10,4.55
3626,238,1,739,6,3.37
3627,314,0,739,10,7.68
3628,326,0,739,5,6.12
3629,328,0,740,8,3.87
3630,337,0,740,8,4.44
3631,322,0,741,14,4.78
3632,337,0,741,14,4.53
3633,334,0,741,6,6.89
3634,73,1,741,10,3.18
3635,208,1,741,8,6.46
3636,318,1,741,11,3.18
3637,314,1,742,10,2.83
3638,99,1,742,6,8.01
3639,330,0,742,10,4.41
3640,312,1,743,13,3.26
3641,322,0,743,14,4.6
3642,167,1,743,13,5.02
3643,338,0,743,6,5.35
3644,312,0,743,14,4.93
3645,330,0,744,14,3
3646,43,1,744,14,4.33
3647,318,1,744,9,5.25
3648,312,0,744,14,4.41
3649,316,0,744,5,3.4
3650,339,0,744,7,4.61
3651,335,0,744,6,4.22
3652,328,0,744,12,4.74
3653,21,1,744,10,3.64
3654,335,0,744,7,4.04
3655,333,0,745,9,6.31
3656,330,0,745,8,5.76
3657,311,0,746,12,7.35
3658,321,0,746,13,3.37
3659,339,0,746,7,6.29
3660,329,0,746,6,6.8
3661,318,0,746,14,2.64
3662,337,0,746,6,5.74
3663,159,1,746,13,5.49
3664,308,1,746,9,8.03
3665,83,1,747,14,3.74
3666,323,0,747,13,8.44
3667,337,0,747,9,6.85
3668,336,0,747,11,5.2
3669,312,0,747,9,5.02
3670,318,0,747,13,3.99
3671,148,1,748,13,4.47
3672,314,0,748,8,4.41
3673,319,0,748,7,5.4
3674,314,0,748,13,2.2
3675,313,0,748,12,5.9
3676,312,1,748,11,3.99
3677,316,0,748,13,3.81
3678,304,1,749,6,4.98
3679,309,1,749,7,4.78
3680,324,0,750,6,4.04
3681,312,1,750,6,5.08
3682,317,0,751,12,6.53
3683,333,0,751,11,2.3
3684,317,0,751,14,7.7
3685,333,0,751,11,2.48
3686,316,0,751,6,4.96
3687,318,0,751,6,3.83
3688,330,0,751,6,2.77
3689,310,0,752,6,3.5
3690,317,0,752,6,6.05
3691,328,0,753,14,5
3692,338,0,753,10,4.81
3693,336,0,753,14,4.26
3694,314,1,754,11,5.01
3695,337,0,754,8,4.5
3696,336,0,754,8,4.01
3697,328,0,754,7,8.44
3698,319,0,754,7,3.66
3699,317,0,755,10,5.42
3700,337,0,755,8,4.98
3701,319,0,755,7,4.65
3702,325,0,755,8,5.16
3703,324,0,755,10,5.56
3704,117,1,755,11,3.61
3705,314,0,755,13,3.47
3706,332,0,755,10,2.89
3707,333,0,756,5,3.95
3708,326,0,756,8,4.79
3709,323,0,756,5,8
3710,324,0,756,9,7.82
3711,314,0,756,5,5.25
3712,327,0,756,9,5.51
3713,323,0,757,8,5.32
3714,316,0,757,9,3.97
3715,322,0,757,14,4.01
3716,313,0,757,7,4.68
3717,337,0,757,6,6.17
3718,330,0,757,13,4.63
3719,319,0,757,12,4.71
3720,328,0,757,14,4.28
3721,312,0,757,14,3.66
3722,318,0,757,7,4.92
3723,97,1,757,10,5.8
3724,335,0,757,8,6.71
3725,319,0,757,11,4.09
3726,284,1,757,5,5.66
3727,320,0,757,9,4.36
3728,315,0,757,14,5.31
3729,296,1,757,7,4.81
3730,332,0,757,11,4.5
3731,313,0,758,7,6.69
3732,315,0,758,10,4.65
3733,311,0,758,9,2.89
3734,335,0,758,14,2.94
3735,318,0,758,11,2.71
3736,313,0,759,7,4.04
3737,337,0,759,12,3.76
3738,318,0,759,9,4.61
3739,332,0,759,8,5.85
3740,322,1,759,7,4.49
3741,338,0,759,12,5.05
3742,330,0,759,12,4.51
3743,321,0,759,13,3.61
3744,322,0,759,5,5.64
3745,331,0,760,11,3.56
3746,331,0,760,11,6.74
3747,331,0,760,13,4.62
3748,310,0,760,12,5.23
3749,93,1,760,14,6.91
3750,314,0,760,5,5.71
3751,182,1,760,7,5.13
3752,315,1,760,12,4.67
3753,337,0,760,6,6.07
3754,310,0,760,12,6.82
3755,317,0,761,10,4.84
3756,338,0,761,11,3.89
3757,134,1,761,12,4.47
3758,329,0,761,14,3.64
3759,320,0,762,10,4.36
3760,191,1,763,11,4.03
3761,331,0,763,6,3.66
3762,330,0,763,7,3.64
3763,331,0,764,9,5.69
3764,89,1,764,11,4.77
3765,338,0,765,7,5.97
3766,314,0,765,11,4.98
3767,325,0,765,8,3.66
3768,302,1,765,8,4.85
3769,316,1,765,10,5.49
3770,323,0,765,6,3.81
3771,317,0,765,6,4.29
3772,331,0,766,6,4.7
3773,266,1,767,6,4.16
3774,280,1,767,5,7.32
3775,204,1,768,10,3.37
3776,336,0,768,10,4.91
3777,328,0,768,8,6.01
3778,318,0,768,14,5.45
3779,303,1,768,6,7.51
3780,329,0,768,7,5.73
3781,323,0,769,14,3.71
3782,319,0,769,7,4.76
3783,310,0,769,10,4.37
3784,324,1,769,10,5.63
3785,324,0,769,8,6.18
3786,322,0,770,7,5.16
3787,335,0,770,6,3.58
3788,326,0,770,14,3.09
3789,159,1,770,7,6.51
3790,326,0,770,13,5.75
3791,261,1,771,12,4.08
3792,51,1,771,6,4.74
3793,329,0,771,11,3.85
3794,96,1,772,10,5.74
3795,303,1,772,6,4.74
3796,338,0,772,10,3.71
3797,317,1,772,5,3.53
3798,199,1,772,5,5.14
3799,339,0,772,5,4.33
3800,336,0,772,8,4.66
3801,320,0,772,5,5.04
3802,325,0,772,10,3
3803,327,0,772,7,3.71
3804,310,0,772,11,3.56
3805,110,1,772,14,8.6
3806,314,0,772,11,4.3
3807,311,0,773,6,6.45
3808,325,0,773,6,4.19
3809,334,0,773,5,4.49
3810,335,0,773,10,3.93
3811,331,0,774,11,4.06
3812,312,0,774,5,6.59
3813,325,0,774,5,5.25
3814,337,0,775,14,5.99
3815,314,0,775,13,4.2
3816,314,0,775,9,5.98
3817,326,0,775,14,5
3818,322,0,775,9,4.32
3819,326,0,776,10,3.58
3820,329,0,776,7,4.8
3821,328,0,776,5,3.33
3822,33,1,777,11,4.45
3823,324,0,777,13,5.32
3824,325,0,778,13,3.85
3825,210,1,778,8,5.15
3826,314,0,778,7,4.75
3827,335,0,778,9,5.86
3828,332,0,779,11,3.91
3829,16,1,780,9,5.38
3830,119,1,780,8,6.37
3831,324,0,780,10,4.52
3832,329,1,780,6,5.45
3833,334,0,780,5,5.14
